dummy,1,2
mlpack, 0.006311, 0.006145, 0.690217, 0.6892860000000001, 0.034594, 0.034594, 0.034757, 0.153477, 0.146204, 0.146204, 0.034622, 14.606043999999999, 14.606043999999999, 14.606043999999999, 14.606043999999999, 14.606043999999999, 2574.359308, 2932.334946
mlpack-aux, 0.006282, 0.006601, 0.006601, 0.006601, 0.006601, 0.006601, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937, 2879.418937
